pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,rowupdate,pl_pubdate,releasedate,lumclass,plx,e_plx,Teff,e_Teff
HIP 97166 b,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,0,<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..265M/abstract target=ref>MacDougall et al. 2021</a>,10.28891,4e-05,-4e-05,0,2.74,0.13,-0.13,0,0.16,0.03,-0.03,0,0.0,0.0,0.0,0,2458691.6486,0.0007,-0.0007,0,0,0.836,0.027,-0.027,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..265M/abstract target=ref>MacDougall et al. 2021</a>,5198.0,100.0,-100.0,0,0.836,0.036,-0.036,0,4.41,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.92,0.03,-0.03,7.923,0.02,-0.02,2021-11-09,2021-12,2021-11-09,,nan,nan,nan,nan
HR 858 b,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,3.58599,0.00015,-0.00015,0,2.085,0.068,-0.064,0,0.3,0.0,0.0,1,85.5,1.5,-0.5,0,2458409.18969,0.00084,-0.00083,0,1,0.59,0.1,-0.27,0,0.0213,0.001,-0.001,0,2.7096,0.0384,-0.0384,0,7.87,0.23,-0.24,0,0.0146,0.00035,-0.00035,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,6201.0,50.0,-50.0,0,1.31,0.024,-0.022,0,4.262,0.032,-0.036,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.38,0.03,-0.03,5.149,0.02,-0.02,2019-07-19,2019-08,2019-07-25,,nan,nan,nan,nan
HR 858 c,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,5.97293,0.0006,-0.00053,0,1.939,0.069,-0.069,0,0.19,0.0,0.0,1,86.23,0.26,-0.26,0,2458415.6344,0.0022,-0.0014,0,1,0.72,0.041,-0.064,0,0.0184,0.0011,-0.0011,0,2.9016,0.108,-0.072,0,11.06,0.32,-0.34,0,0.01358,0.00038,-0.00039,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,6201.0,50.0,-50.0,0,1.31,0.024,-0.022,0,4.262,0.032,-0.036,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.38,0.03,-0.03,5.149,0.02,-0.02,2019-07-19,2019-08,2019-07-25,,nan,nan,nan,nan
HR 858 d,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,11.23,0.0011,-0.001,0,2.164,0.086,-0.083,0,0.28,0.0,0.0,1,87.43,0.18,-0.19,0,2458409.7328,0.002,-0.0018,0,0,0.729,0.064,-0.11,0,0.0229,0.0015,-0.0015,0,3.4344,0.1008,-0.0912,0,16.85,0.49,-0.51,0,0.01514,0.0005,-0.00049,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,6201.0,50.0,-50.0,0,1.31,0.024,-0.022,0,4.262,0.032,-0.036,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.38,0.03,-0.03,5.149,0.02,-0.02,2019-07-19,2019-08,2019-07-25,,nan,nan,nan,nan
IRAS 04125+2902 b,04h15m42.80s,63.9283394,+29d09m59.55s,29.166542,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,8.83492609575,4.97414e-05,-4.97414e-05,0,9.05959039,0.62581956,-0.62581956,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2459475.615758,0.00263227,-0.00263227,0,0,0.0,0.0,0.0,0,0.61322553,0.04043795,-0.04043795,0,6.2442811,0.2579217,-0.2579217,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3303.0,0.0,0.0,0,1.14998,0.0,0.0,0,3.84689,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.642,0.206,-0.206,9.376,0.028,-0.028,2025-05-05,2017-07,2025-05-05,,nan,nan,nan,nan
K2-10 b,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,19.30481,0.00056,-0.00055,0,2.98,0.38,-0.84,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2456819.5804,0.0011,-0.0012,0,0,0.0,0.0,0.0,0,0.1691,0.0028,-0.0028,0,3.8064,0.0648,-0.0888,0,37.5,6.8,-2.7,0,0.0379,0.0013,-0.0032,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.0,0.0,0.0,0,0.721,0.09,-0.194,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.429,0.069,-0.069,10.645,0.021,-0.021,2019-09-05,2019-09,2019-09-05,,nan,nan,nan,nan
K2-100 b,08h38m24.26s,129.6010863,+20d06m21.63s,20.1060074,0,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,1.673918,6e-05,-6e-05,0,4.67,0.0,0.0,0,0.0,0.0,0.0,0,76.72,0.09,-0.09,0,2457174.197012,0.000776,-0.000776,0,0,0.0,0.0,0.0,0,0.0621,0.0096,-0.0096,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0273,0.0007,-0.0007,0,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,0.0,0.0,0.0,0,1.572,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.651,0.012,-0.012,9.182,0.018,-0.018,2017-05-18,2016-12,2017-05-18,,nan,nan,nan,nan
K2-101 b,08h41m22.54s,130.3439097,+18d56m01.75s,18.9338205,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,14.677214,0.000847,-0.000825,0,2.19420598,0.30984078,-0.12435102,0,0.0,0.0,0.0,0,88.85718,0.81678,-1.99773,0,2457152.68204,0.002207,-0.00228,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,28.727557,5.667401,-12.497744,0,0.026134,0.003615,-0.001386,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4942.0,53.0,-53.0,0,0.769722,0.021844,-0.015345,0,4.66,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.892,0.114,-0.114,10.536,0.019,-0.019,2018-02-14,2018-03,2018-02-15,,nan,nan,nan,nan
K2-102 b,08h40m13.41s,130.0558953,+19d46m43.51s,19.7787519,1,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...64M/abstract target=ref>Mann et al. 2017</a>,9.915615,0.001209,-0.001195,0,1.3,0.1,-0.1,0,0.1,0.16,-0.07,0,89.0,0.6,-0.6,0,2457139.65518,0.00552,-0.00552,0,0,0.43,0.24,-0.27,0,0.0,0.0,0.0,0,2.66,0.56,-0.52,0,25.3,1.9,-2.1,0,0.017,0.0012,-0.0008,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...64M/abstract target=ref>Mann et al. 2017</a>,4695.0,50.0,-50.0,0,0.71,0.03,-0.03,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.083,0.103,-0.103,10.64,0.02,-0.02,2016-12-20,2017-02,2016-12-21,,nan,nan,nan,nan
K2-104 b,08h38m32.80s,129.6366594,+19d46m25.39s,19.7737202,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,1.974,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457140.376,0.0,0.0,0,0,0.0,0.0,0.0,0,0.1325,0.0,0.0,0,1.40712,0.0,0.0,0,0.0,0.0,0.0,0,0.036401,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3578.0,157.0,-157.0,0,0.502513,0.016618,-0.016618,0,4.73521,0.01005,-0.01005,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.989,0.206,-0.206,12.014,0.021,-0.021,2016-07-18,2016-10,2016-07-18,,nan,nan,nan,nan
K2-105 b,08h21m40.87s,125.4202985,+13d29m51.04s,13.4975122,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,8.267,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457139.723,0.0,0.0,0,0,0.139,0.0,0.0,0,0.1053,0.0,0.0,0,3.216,0.0,0.0,0,0.0,0.0,0.0,0,0.032454,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5411.15,136.05,-141.87,0,0.915405,0.05876,-0.051009,0,4.48843,0.081092,-0.090173,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.752,0.032,-0.032,10.091,0.019,-0.019,2016-07-18,2016-10,2016-07-18,,nan,nan,nan,nan
K2-107 b,18h59m56.49s,284.985355,-22d17m36.31s,-22.2934206,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,3.313944,2.3e-05,-2.4e-05,0,14.4,2.2,-1.9,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457311.152,0.000289,-0.000285,0,0,0.5,0.13,-0.21,0,0.0,0.0,0.0,0,2.9808,0.06,-0.0504,0,0.0,0.0,0.0,0,0.0764,0.0019,-0.0018,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,0.0,0.0,0.0,0,1.73,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.012,0.103,-0.103,11.21,0.021,-0.021,2017-12-14,2018-01,2017-12-14,,nan,nan,nan,nan
K2-108 b,08h13m31.64s,123.3818484,+16d25m10.26s,16.419516,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.73379,0.000153,-0.00015,0,7.56448313,1.456987,-1.21105373,0,0.0,0.0,0.0,0,86.13513,2.72694,-3.99999,0,2457145.09736,0.001258,-0.001287,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.598202,1.663563,-2.55224,0,0.030069,0.002987,-0.001359,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5414.0,53.0,-53.0,0,2.306381,0.380594,-0.354232,0,3.75,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.339,0.092,-0.092,10.561,0.017,-0.017,2018-10-24,2018-03,2018-02-15,,nan,nan,nan,nan
K2-11 b,11h16m10.04s,169.0418328,+01d59m12.06s,1.9866832,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,39.8478,0.007,-0.007,0,2.42,0.29,-0.29,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2456829.8602,0.005,-0.005,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.21,0.36,-0.36,0,0.0,0.0,0.0,0,0.0266,0.0032,-0.0032,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5264.0,71.0,-71.0,0,0.83,0.02,-0.02,0,4.56,0.021,-0.021,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.409,0.103,-0.103,11.347,0.022,-0.022,2016-07-14,2016-09,2016-07-18,,nan,nan,nan,nan
K2-110 b,13h49m23.94s,207.3497402,-12d17m05.71s,-12.2849182,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,13.85870316,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457233.747451,0.0,0.0,0,0,0.0,0.0,0.0,0,0.126,0.004,-0.004,0,3.747,0.137,-0.137,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4936.0,144.89,-122.17,0,0.71181,0.043388,-0.04827,0,4.64236,0.114408,-0.066511,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.985,0.046,-0.046,9.607,0.024,-0.024,2016-12-21,2016-10,2016-12-21,,nan,nan,nan,nan
