pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,rowupdate,pl_pubdate,releasedate,lumclass,plx,e_plx,Teff,e_Teff
Kepler-316 b,19h23m18.20s,290.825835,+44d11m02.04s,44.1838993,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,2.240507,1.6e-05,-1.6e-05,0,1.32,0.21,-0.21,0,0.0,0.0,0.0,0,83.65,0.0,0.0,0,2454970.8207,0.0018,-0.0018,0,0,0.83,0.45,-0.45,0,0.0441,0.0,0.0,0,1.3682,0.0,0.0,0,7.4,3.2,-3.2,0,0.0217,0.0034,-0.0034,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4272.0,64.0,-64.0,0,0.557,0.011,-0.011,0,4.71,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.81,0.069,-0.069,12.542,0.02,-0.02,2013-10-28,2014-01-08,2013-10-28,,nan,nan,nan,nan
Kepler-316 c,19h23m18.20s,290.825835,+44d11m02.04s,44.1838993,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,6.8277839,1.74e-05,-1.74e-05,0,1.32,0.15,-0.11,0,0.0,0.0,0.0,0,89.95,0.0,0.0,0,2454964.78863,0.00216,-0.00216,0,0,0.0242,0.4183,-0.0241,0,0.06334,0.00217,-0.00217,0,2.4287,0.0648,-0.0648,0,21.95,2.1,-2.1,0,0.021851,0.001083,-0.000497,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4132.0,94.0,-74.0,0,0.554,0.064,-0.045,0,4.701,0.041,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.81,0.069,-0.069,12.542,0.02,-0.02,2015-08-25,2015-09-24,2015-08-25,,nan,nan,nan,nan
Kepler-317 b,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,5.524,0.0,0.0,0,2.08,0.75,-0.18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.0,0.0,0.0,0,0.936,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.665,0.183,-0.183,13.668,0.047,-0.047,2014-05-28,2014-05,2014-05-28,,nan,nan,nan,nan
Kepler-317 c,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,8.775,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.0,0.0,0.0,0,0.936,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.665,0.183,-0.183,13.668,0.047,-0.047,2014-05-28,2014-05,2014-05-28,,nan,nan,nan,nan
Kepler-318 b,19h53m55.88s,298.4828337,+46d47m37.09s,46.7936357,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4.662719058,1.864e-06,-1.864e-06,0,5.89,2.87,-1.54,0,0.0,0.0,0.0,0,89.38,0.0,0.0,0,2454967.082193,0.000315,-0.000315,0,0,0.102,0.1489,-0.1016,0,0.16194,0.00086,-0.00086,0,2.7361,0.0119,-0.0119,0,13.444,0.336,-0.336,0,0.03667,0.000267,-0.000165,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,5903.0,165.0,-180.0,0,1.47,0.717,-0.384,0,4.15,0.221,-0.252,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.442,0.114,-0.114,11.766,0.018,-0.018,2015-08-25,2015-09-24,2015-08-25,,nan,nan,nan,nan
Kepler-318 c,19h53m55.88s,298.4828337,+46d47m37.09s,46.7936357,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,11.8150013,1.285e-05,-1.285e-05,0,4.59,2.23,-1.2,0,0.0,0.0,0.0,0,89.95,0.0,0.0,0,2454966.090933,0.000879,-0.000879,0,0,0.0481,0.3802,-0.048,0,0.09843,0.00142,-0.00142,0,2.5234,0.038,-0.038,0,36.756,0.365,-0.365,0,0.028571,0.000664,-0.000342,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,5903.0,165.0,-180.0,0,1.47,0.717,-0.384,0,4.15,0.221,-0.252,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.442,0.114,-0.114,11.766,0.018,-0.018,2014-11-21,2014-12-18,2014-11-21,,nan,nan,nan,nan
Kepler-319 b,19h15m14.87s,288.8119782,+39d46m14.32s,39.7706431,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.36273233,1.298e-05,-1.298e-05,0,1.76,0.2,-0.14,0,0.0,0.0,0.0,0,86.03,0.0,0.0,0,2454968.23342,0.00247,-0.00247,0,0,0.732,0.202,-0.508,0,0.03416,0.0015,-0.0015,0,2.2375,0.0767,-0.0767,0,10.57,4.6,-4.6,0,0.01828,0.003118,-0.001636,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5527.0,110.0,-110.0,0,0.88,0.1,-0.067,0,4.491,0.06,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.926,0.114,-0.114,12.208,0.02,-0.02,2017-05-08,2017-08-31 00:00,2017-05-08,,nan,nan,nan,nan
Kepler-319 c,19h15m14.87s,288.8119782,+39d46m14.32s,39.7706431,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,6.941359624,4.375e-06,-4.375e-06,0,5.22,1.78,-1.75,0,0.0,0.0,0.0,0,89.95,0.0,0.0,0,2454970.543573,0.000515,-0.000515,0,1,0.0652,0.3809,-0.0651,0,0.0867,0.00094,-0.00094,0,1.7889,0.0281,-0.0281,0,30.38,0.812,-0.812,0,0.02677,0.000728,-0.000243,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,5903.0,175.0,-206.0,0,1.784,0.612,-0.596,0,4.065,0.249,-0.212,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.926,0.114,-0.114,12.208,0.02,-0.02,2015-08-25,2015-09-24,2015-08-25,,nan,nan,nan,nan
Kepler-319 d,19h15m14.87s,288.8119782,+39d46m14.32s,39.7706431,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,31.78204372,2.85e-06,-2.85e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2454967.867605,0.002667,-0.002667,0,0,0.0,0.0,0.0,0,0.0579,0.0,0.0,0,3.994,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5589.32,75.18,-75.18,0,0.865671,0.0,0.0,0,4.559,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.926,0.114,-0.114,12.208,0.02,-0.02,2016-07-26,2016-07,2016-07-28,,nan,nan,nan,nan
Kepler-32 b,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.90127815,7.03e-06,-7.03e-06,0,1.94,0.13,-0.2,0,0.0,0.0,0.0,0,89.92,0.0,0.0,0,2455004.40674,0.000884,-0.000884,0,1,0.03,0.288,-0.03,0,0.15252,0.00289,-0.00289,0,2.1979,0.0307,-0.0307,0,21.241,0.485,-0.485,0,0.035599,0.000592,-0.000461,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3731.0,73.0,-83.0,0,0.498,0.034,-0.051,0,4.75,0.052,-0.028,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.36,0.549,-0.549,12.757,0.024,-0.024,2017-05-08,2017-08-31 00:00,2017-05-08,,nan,nan,nan,nan
Kepler-32 c,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,8.75209691,1.306e-05,-1.306e-05,0,1.83,0.13,-0.19,0,0.0,0.0,0.0,0,89.97,0.0,0.0,0,2455003.63671,0.00118,-0.00118,0,1,0.017,0.317,-0.017,0,0.13676,0.00325,-0.00325,0,2.3742,0.0384,-0.0384,0,29.11,1.6,-1.6,0,0.0337,0.000785,-0.000341,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3731.0,73.0,-83.0,0,0.498,0.034,-0.051,0,4.75,0.052,-0.028,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.36,0.549,-0.549,12.757,0.024,-0.024,2017-05-08,2017-08-31 00:00,2017-05-08,,nan,nan,nan,nan
Kepler-32 d,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,22.780782,4e-05,-4e-05,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2454988.2041,0.0014,-0.0014,0,0,0.01,0.15,-0.15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,54.8,2.3,-2.3,0,0.03996,0.00057,-0.00057,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,0.0,0.0,0.0,0,0.574,0.016,-0.016,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.36,0.549,-0.549,12.757,0.024,-0.024,2025-04-16,2025-02,2025-04-16,,nan,nan,nan,nan
Kepler-32 e,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,2.896005211,4.317e-06,-4.317e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2454966.61228,0.00118,-0.00118,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3791.0,157.0,-157.0,0,0.574432,0.017607,-0.017607,0,4.67295,0.01082,-0.01082,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.36,0.549,-0.549,12.757,0.024,-0.024,2018-09-25,2018-08-16,2018-09-25,,nan,nan,nan,nan
Kepler-32 f,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,0.742958836,6.3e-07,-6.3e-07,0,1.88,0.23,-0.22,0,0.0,0.0,0.0,0,66.46,0.0,0.0,0,2454966.277784,0.000705,-0.000705,0,0,0.9481,0.0002,-0.6659,0,0.07867,0.00285,-0.00285,0,1.088,0.0246,-0.0246,0,2.37,1.2,-1.2,0,0.034495,0.000317,-0.007957,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,3727.0,104.0,-64.0,0,0.5,0.06,-0.06,0,4.756,0.078,-0.078,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.36,0.549,-0.549,12.757,0.024,-0.024,2014-11-21,2014-12-18,2014-11-21,,nan,nan,nan,nan
Kepler-320 b,19h32m51.24s,293.2135155,+46d10m30.52s,46.1751457,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,8.37160502,6.893e-05,-6.893e-05,0,1.258,0.063,-0.063,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.009246,0.0004,-0.000376,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,6134.0,60.0,-60.0,0,1.246,0.034,-0.033,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.494,0.103,-0.103,12.307,0.03,-0.03,2024-12-05,2018-12,2024-12-05,,nan,nan,nan,nan
Kepler-320 c,19h32m51.24s,293.2135155,+46d10m30.52s,46.1751457,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,17.9346563,0.0001767,-0.0001767,0,1.97,0.94,-0.36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2454971.22089,0.00536,-0.00536,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.495,0.239,-0.239,0,0.0,0.0,0.0,0,0.012383,0.002014,-0.000841,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6453.0,158.66,-131.56,0,1.53,0.656,-0.276,0,4.19,0.134,-0.246,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.494,0.103,-0.103,12.307,0.03,-0.03,2016-05-06,2016-05,2016-05-10,,nan,nan,nan,nan
Kepler-321 b,19h37m48.89s,294.4536991,+44d08m44.75s,44.1457626,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.915387067,6.66e-06,-6.66e-06,0,1.78,0.81,-0.21,0,0.0,0.0,0.0,0,84.8,0.0,0.0,0,2454965.69435,0.00112,-0.00112,0,0,0.7922,0.0756,-0.5489,0,0.02285,0.00034,-0.00034,0,2.7969,0.033,-0.033,0,8.57,3.6,-3.6,0,0.015303,3e-06,-0.001337,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,5881.0,178.0,-212.0,0,1.067,0.484,-0.126,0,4.407,0.077,-0.293,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.918,0.092,-0.092,11.249,0.016,-0.016,2014-11-21,2014-12-18,2014-11-21,,nan,nan,nan,nan
Kepler-321 c,19h37m48.89s,294.4536991,+44d08m44.75s,44.1457626,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,13.0939051,1.455e-05,-1.455e-05,0,2.24,1.02,-0.26,0,0.0,0.0,0.0,0,88.81,0.0,0.0,0,2454977.525016,0.000929,-0.000929,0,0,0.6238,0.2045,-0.4208,0,0.04031,0.00062,-0.00062,0,2.1836,0.0299,-0.0299,0,36.9,18.1,-18.1,0,0.019238,0.00136,-0.000878,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,5881.0,178.0,-212.0,0,1.067,0.484,-0.126,0,4.407,0.077,-0.293,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.918,0.092,-0.092,11.249,0.016,-0.016,2014-11-21,2014-12-18,2014-11-21,,nan,nan,nan,nan
Kepler-322 b,18h45m23.70s,281.3487514,+44d17m42.91s,44.2952525,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,1.653898,1.4e-05,-1.4e-05,0,1.97,0.46,-0.46,0,0.0,0.0,0.0,0,72.19,0.0,0.0,0,2454965.1883,0.0021,-0.0021,0,0,0.913,0.1,-0.1,0,0.0132,0.0,0.0,0,1.9817,0.0,0.0,0,2.95,0.38,-0.38,0,0.01274,0.00043,-0.00043,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,5536.0,73.0,-73.0,0,1.41,0.33,-0.33,0,4.09,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.687,0.103,-0.103,11.837,0.016,-0.016,2013-10-28,2014-01-08,2013-10-28,,nan,nan,nan,nan
Kepler-322 c,18h45m23.70s,281.3487514,+44d17m42.91s,44.2952525,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.33722007,7.588e-06,-7.588e-06,0,1.63,0.15,-0.11,0,0.0,0.0,0.0,0,89.77,0.0,0.0,0,2454965.85152,0.00147,-0.00147,0,0,0.053,0.378,-0.053,0,0.03585,0.0008,-0.0008,0,2.4973,0.0427,-0.0427,0,13.488,0.43,-0.43,0,0.017003,0.000553,-0.000265,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5390.0,107.0,-107.0,0,0.876,0.084,-0.058,0,4.499,0.052,-0.078,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.687,0.103,-0.103,11.837,0.016,-0.016,2017-05-08,2017-08-31 00:00,2017-05-08,,nan,nan,nan,nan
Kepler-323 b,19h25m31.75s,291.3822988,+38d07m38.85s,38.1274595,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,1.67832545,2.009e-06,-2.009e-06,0,1.7,1.03,-0.37,0,0.0,0.0,0.0,0,89.38,0.0,0.0,0,2454969.052935,0.000914,-0.000914,0,0,0.0581,0.3692,-0.0581,0,0.0151,0.00023,-0.00023,0,2.3339,0.0275,-0.0275,0,5.5776,0.0263,-0.0263,0,0.011305,0.00023,-0.000143,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,6277.0,150.0,-194.0,0,1.378,0.831,-0.304,0,4.211,0.178,-0.312,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.78,0.092,-0.092,11.354,0.02,-0.02,2015-08-25,2015-09-24,2015-08-25,,nan,nan,nan,nan
Kepler-323 c,19h25m31.75s,291.3822988,+38d07m38.85s,38.1274595,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,3.554,0.0,0.0,0,1.9,1.15,-0.42,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.0,0.0,0.0,0,1.378,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.78,0.092,-0.092,11.354,0.02,-0.02,2014-05-28,2014-05,2014-05-28,,nan,nan,nan,nan
Kepler-324 b,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.38536461,1.458e-05,-1.458e-05,0,1.11,0.34,-0.08,0,0.0,0.0,0.0,0,89.38,0.0,0.0,0,2454972.22547,0.00276,-0.00276,0,0,0.1365,0.3511,-0.1364,0,0.01959,0.0009,-0.0009,0,2.4987,0.081,-0.081,0,13.47,2.1,-2.1,0,0.012603,0.000643,-0.000326,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,5355.0,171.0,-138.0,0,0.803,0.252,-0.058,0,4.581,0.024,-0.204,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.222,0.069,-0.069,12.291,0.025,-0.025,2014-11-18,2014-12-04,2014-11-18,,nan,nan,nan,nan
Kepler-324 c,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,51.81024389,1.687e-05,-1.687e-05,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2455015.969866,0.014477,-0.014477,0,1,0.0,0.0,0.0,0,0.1183,0.0,0.0,0,6.3991,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5214.0,122.0,-122.0,0,0.859378,0.0,0.0,0,4.51909,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.222,0.069,-0.069,12.291,0.025,-0.025,2016-07-26,2016-07,2016-07-28,,nan,nan,nan,nan
